msa,AGEGROUP,MET2013,NEWHR,PUMA,age_dummy,YEAR,NEWHH_,NEWHH__se,HH,HH_se,NEWHH,NEWHH_se,MISSINGHH,MISSINGHH_se
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4101,TRUE,2017,5913.117914681797,815.0692880709452,6148,1221.5102641777582,6148,1221.5102641777582,0,1727.476382178128
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4102,TRUE,2017,3897.2476582989884,613.025338628039,4593,1009.8834645532212,4593,1009.8834645532212,0,1428.1908919874943
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4103,TRUE,2017,4105.838462773645,578.5105515476708,4189,851.3586776717009,4189,851.3586776717009,0,1204.0029884073438
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4104,TRUE,2017,4686.949098110582,645.8494041714646,4086,757.3795238975699,4686.949098110582,645.8494041714646,600.9490981105819,995.3618417881738
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4105,TRUE,2017,4300.726221698871,642.903269163549,4465,941.319202539645,4465,941.319202539645,0,1331.2263827537922
"Colorado Springs, CO","[30,35)",17820,0.5075202055344431,4106,TRUE,2017,4434.711555959963,579.9459380433804,3762,791.3472069400341,4434.711555959963,579.9459380433804,672.7115559599633,981.1053424504472
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4101,TRUE,2017,5840.906931288528,934.3608054193837,5710,1265.734870764975,5840.906931288528,934.3608054193837,130.90693128852763,1573.24978238498
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4102,TRUE,2017,4138.765298451361,602.9137786875881,3611,697.4436563933058,4138.765298451361,602.9137786875881,527.7652984513606,921.9179347287965
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4103,TRUE,2017,3133.972034280559,441.2392708708438,3328,614.0027842677893,3328,614.0027842677893,0,868.3310648463492
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4104,TRUE,2017,4524.300105247331,692.0244089356394,4093,898.2716978820121,4524.300105247331,692.0244089356394,431.300105247331,1133.9267285757726
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4105,TRUE,2017,4371.396782438731,694.5574025434742,4427,975.9474477627464,4427,975.9474477627464,0,1380.1981167894837
"Colorado Springs, CO","[35,40)",17820,0.5460832957450007,4106,TRUE,2017,5429.160126296797,786.226392983597,5018,1037.7707365394033,5429.160126296797,786.226392983597,411.160126296797,1301.967757911667
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4101,TRUE,2017,4653.038026318822,689.1573087064944,4616,901.3987761083217,4653.038026318822,689.1573087064944,37.03802631882172,1134.6618658054738
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4102,TRUE,2017,3085.2349565578115,520.3982582596293,2806,599.9792756281819,3085.2349565578115,520.3982582596293,279.23495655781153,794.2225622474936
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4103,TRUE,2017,3051.463367979535,540.1722374935601,2060,492.6408322444657,3051.463367979535,540.1722374935601,991.4633679795352,731.0820991881274
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4104,TRUE,2017,4189.394183125533,610.2308137135745,3760,740.2845518378913,4189.394183125533,610.2308137135745,429.39418312553335,959.3762888957382
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4105,TRUE,2017,4704.554008895854,654.004036780209,4382,887.6084532584201,4704.554008895854,654.004036780209,322.55400889585417,1102.5289322374329
"Colorado Springs, CO","[40,45)",17820,0.5723998064114678,4106,TRUE,2017,4168.78779009472,568.0931869344001,4205,794.1884639620788,4205,794.1884639620788,0,1123.1520968154277
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4101,FALSE,2017,5057.380562450421,753.9881416762634,4105,933.8208714176427,4105,933.8208714176427,0,1320.6221411858924
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4102,FALSE,2017,3570.083292817114,601.1858574673182,4525,954.7304357487899,4525,954.7304357487899,0,1350.1927306463135
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4103,FALSE,2017,3058.9317024488855,497.22099525686144,3247,695.2412517194073,3247,695.2412517194073,0,983.2196073028326
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4104,FALSE,2017,4029.3789247421887,534.479447957912,3979,708.7916383602595,3979,708.7916383602595,0,1002.3827478657252
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4105,FALSE,2017,4067.558586453082,654.8748252339991,3709,852.4017287315656,3709,852.4017287315656,0,1205.478085362452
"Colorado Springs, CO","[45,50)",17820,0.5698456971775122,4106,FALSE,2017,4349.632206555951,551.7366711166676,4250,737.0831320713193,4250,737.0831320713193,0,1042.392961971699
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4101,FALSE,2017,4370.470299212599,679.2397906934032,5257,985.9042007002398,5257,985.9042007002398,0,1394.279091830885
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4102,FALSE,2017,3842.979779527559,485.8516582458234,3770,643.3484991321891,3770,643.3484991321891,0,909.8321728051171
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4103,FALSE,2017,4190.393952755906,642.8904732155578,4033,793.7971213505473,4033,793.7971213505473,0,1122.5986547866655
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4104,FALSE,2017,4001.0532283464568,583.5575308854177,3697,724.5678669856221,3697,724.5678669856221,0,1024.6937043508115
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4105,FALSE,2017,3273.799559055118,444.07891417857627,3324,600.2063010986068,3324,600.2063010986068,0,848.8198912354392
"Colorado Springs, CO","[50,55)",17820,0.5790236220472441,4106,FALSE,2017,5656.481763779528,616.4187224046639,5241,777.2086872613025,5241,777.2086872613025,0,1099.1390663191235
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4101,FALSE,2017,4141.938616938617,586.5219927495057,3762,716.998116745743,3762,716.998116745743,0,1013.9884608977975
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4102,FALSE,2017,5763.782051282051,681.1267324091865,5167,836.6155513947331,5167,836.6155513947331,0,1183.1530592746767
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4103,FALSE,2017,4007.8246406371404,529.2898303744473,4025,690.7895565170974,4025,690.7895565170974,0,976.9239595721747
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4104,FALSE,2017,3527.5094696969695,544.1114598316037,3279,706.292271808639,3279,706.292271808639,0,998.8481097910817
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4105,FALSE,2017,4818.122571872572,673.7429112332493,4772,823.2871736689716,4772,823.2871736689716,0,1164.3038867304733
"Colorado Springs, CO","[55,60)",17820,0.6237859362859363,4106,FALSE,2017,5542.338043900543,739.2579943040082,5183,932.501826522096,5183,932.501826522096,0,1318.7567300052312
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4101,FALSE,2017,3029.0961563949636,488.9599148138667,2668,569.2157935012536,2668,569.2157935012536,0,804.9926950864359
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4102,FALSE,2017,4989.543803843605,569.3352251502878,4523,647.9192275587003,4523,647.9192275587003,0,916.2961589358135
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4103,FALSE,2017,4436.968190854871,557.7194547235165,4946,734.7322515114221,4946,734.7322515114221,0,1039.068314800373
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4104,FALSE,2017,3831.5265738899934,516.5077916573263,4174,665.4424565177513,4174,665.4424565177513,0,941.0777469862725
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4105,FALSE,2017,3165.0373094764745,459.89815345934016,3484,630.531427762909,3484,630.531427762909,0,891.7060966447773
"Colorado Springs, CO","[60,65)",17820,0.6293571901921803,4106,FALSE,2017,6629.019284294235,764.6575012105284,6121,970.0908233654127,6121,970.0908233654127,0,1371.9155991370492
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4101,FALSE,2017,8474.442340595413,946.9554663267859,7499,1101.7910171297451,7499,1101.7910171297451,0,1558.1677993257326
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4102,FALSE,2017,12982.7337743812,1018.3615714031984,13792,1332.1429997497123,13792,1332.1429997497123,0,1883.9346972664218
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4103,FALSE,2017,13722.016311166875,1035.2899322174353,13070,1234.3799577595294,13070,1234.3799577595294,0,1745.6768773850547
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4104,FALSE,2017,8188.053610128892,772.5420831433992,7179,893.8387579618618,7179,893.8387579618618,0,1264.0788940843872
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4105,FALSE,2017,7151.726018022128,733.5919543245684,6942,900.5541049023656,6942,900.5541049023656,0,1273.5758288036884
"Colorado Springs, CO","[65,Inf]",17820,0.6660203034105167,4106,FALSE,2017,10330.640926200524,944.0851267998555,8476,975.2881126872902,8476,975.2881126872902,0,1379.2656761836251
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,801,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,804,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,805,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,806,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,807,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,808,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,809,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,810,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,811,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,812,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,813,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,814,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,815,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,816,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,817,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,818,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,819,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,820,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,821,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,822,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,823,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[0,15)",19740,0,824,FALSE,2017,0,0,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,801,FALSE,2017,10.045576220292823,1.8904157097649192,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,804,FALSE,2017,25.230837271013243,3.3974207702441217,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,805,FALSE,2017,18.793975931658945,3.4659331965731104,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,806,FALSE,2017,30.830567258676474,4.44933080459269,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,807,FALSE,2017,28.960219734177507,4.714822384616185,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,808,FALSE,2017,16.48997928353623,2.4171847938348607,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,809,FALSE,2017,18.40180628942529,3.544859110963049,223,222.99999999963012,223,222.99999999963012,0,315.3696244086771
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,810,FALSE,2017,17.221526500779774,3.3491426706603176,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,811,FALSE,2017,19.163520402225274,2.4678147247103546,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,812,FALSE,2017,24.699145736831078,3.930623963500819,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,813,FALSE,2017,6.5537580596354825,2.092788097271943,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,814,FALSE,2017,7.428598030772095,1.9205059581791304,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,815,FALSE,2017,18.424431461092617,4.596413550809732,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,816,FALSE,2017,22.874048555666768,3.882057958384197,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,817,FALSE,2017,12.43630269314029,2.2880867558768343,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,818,FALSE,2017,19.189916435837155,4.124267893636234,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,819,FALSE,2017,23.55280370568655,3.9796074490438857,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,820,FALSE,2017,13.503456623449175,2.5488213642049686,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,821,FALSE,2017,23.375573194292496,3.049428713421093,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,822,FALSE,2017,25.90959242103303,3.430596227824933,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,823,FALSE,2017,22.79863131677568,3.181074669000338,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.003770861944554363,824,FALSE,2017,24.827355042945925,4.017723002945319,0,0,0,0,0,0
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,801,TRUE,2017,171.94459706080107,53.753387390392675,247,174.65516908832308,247,174.65516908832308,0,246.99970886327264
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,804,TRUE,2017,213.0813946787052,54.434884515218954,0,0,213.0813946787052,54.434884515218954,213.0813946787052,54.434884515218954
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,805,TRUE,2017,195.39978868504465,54.66721917475888,0,0,195.39978868504465,54.66721917475888,195.39978868504465,54.66721917475888
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,806,TRUE,2017,255.12031505138796,59.5077133821063,0,0,255.12031505138796,59.5077133821063,255.12031505138796,59.5077133821063
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,807,TRUE,2017,497.8815483623091,99.79658839943329,91,90.99999999997887,497.8815483623091,99.79658839943329,406.8815483623091,135.05687341324787
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,808,TRUE,2017,192.24235904331957,45.68578620153526,0,0,192.24235904331957,45.68578620153526,192.24235904331957,45.68578620153526
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,809,TRUE,2017,365.1792911343771,79.31517827508462,0,0,365.1792911343771,79.31517827508462,365.1792911343771,79.31517827508462
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,810,TRUE,2017,216.50946114686388,61.846342578274104,149,149.00000000024951,216.50946114686388,61.846342578274104,67.50946114686388,161.32566469840935
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,811,TRUE,2017,275.14744020747287,62.36784769215482,0,0,275.14744020747287,62.36784769215482,275.14744020747287,62.36784769215482
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,812,TRUE,2017,329.54544232062244,68.53649485250713,0,0,329.54544232062244,68.53649485250713,329.54544232062244,68.53649485250713
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,813,TRUE,2017,124.94400153683604,36.652408369703025,163,132.69827433519393,163,132.69827433519393,0,187.66369926833684
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,814,TRUE,2017,98.60201709730093,33.59183443585374,71,70.99999999990361,98.60201709730093,33.59183443585374,27.60201709730093,78.5456003908056
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,815,TRUE,2017,172.93693209105754,56.261035415674904,92,92.00000000022692,172.93693209105754,56.261035415674904,80.93693209105754,107.83925123110592
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,816,TRUE,2017,227.69578330611853,59.08460571556664,126,125.99999999994114,227.69578330611853,59.08460571556664,101.69578330611853,139.16533559959942
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,817,TRUE,2017,162.92336951301507,42.576660483633,0,0,162.92336951301507,42.576660483633,162.92336951301507,42.576660483633
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,818,TRUE,2017,174.01947939679187,47.7208853412991,169,120.80040611695317,174.01947939679187,47.7208853412991,5.019479396791866,129.88464503465462
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,819,TRUE,2017,376.4558255691096,80.6788061305362,0,0,376.4558255691096,80.6788061305362,376.4558255691096,80.6788061305362
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,820,TRUE,2017,174.10969167226972,54.69699459697784,0,0,174.10969167226972,54.69699459697784,174.10969167226972,54.69699459697784
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,821,TRUE,2017,214.25415425991739,63.58542094608391,0,0,214.25415425991739,63.58542094608391,214.25415425991739,63.58542094608391
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,822,TRUE,2017,318.8101815387571,63.61322754811139,201,201.00000000002603,318.8101815387571,63.61322754811139,117.81018153875709,210.82609591580038
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,823,TRUE,2017,275.41807703390646,55.888484770740526,0,0,275.41807703390646,55.888484770740526,275.41807703390646,55.888484770740526
"Denver-Aurora-Lakewood, CO","[15,20)",19740,0.09021227547785995,824,TRUE,2017,178.89094227259628,44.4371993311625,0,0,178.89094227259628,44.4371993311625,178.89094227259628,44.4371993311625
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,801,TRUE,2017,778.8135593220339,184.50088994370856,554,346.9041683997246,778.8135593220339,184.50088994370856,224.81355932203394,392.9161239286636
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,804,TRUE,2017,2769.800302064105,361.0509658715494,2312,666.165222481223,2769.800302064105,361.0509658715494,457.8003020641049,757.7162421383325
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,805,TRUE,2017,3915.658667561672,516.713553629977,3686,943.2708811121483,3915.658667561672,516.713553629977,229.6586675616718,1075.5244542357034
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,806,TRUE,2017,2531.9922805839906,425.32967223421787,1753,757.10642110255435,2531.9922805839906,425.32967223421787,778.9922805839906,868.3982168093078
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,807,TRUE,2017,2198.5675448900824,350.32648477482684,737,243.2980194356935,2198.5675448900824,350.32648477482684,1461.5675448900824,426.5238237144768
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,808,TRUE,2017,2228.794764222185,352.85241988456073,1415,553.6941478707914,2228.794764222185,352.85241988456073,813.7947642221852,656.5683815146386
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,809,TRUE,2017,1902.772612854506,300.3663270254986,1974,568.92091894901,1974,568.92091894901,0,804.5756794954543
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,810,TRUE,2017,2922.478603792583,398.9730977859549,1893,530.6911496989215,2922.478603792583,398.9730977859549,1029.4786037925828,663.9372177590923
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,811,TRUE,2017,2027.0743413324383,293.6839917200669,872,283.7732436313638,2027.0743413324383,293.6839917200669,1155.0743413324383,408.3840604060076
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,812,TRUE,2017,2889.475415338144,431.8711076378568,2852,789.8577082489037,2889.475415338144,431.8711076378568,37.4754153381441,900.2154480415006
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,813,TRUE,2017,1554.542708508139,290.36840440197716,1624,469.4216493227445,1624,469.4216493227445,0,663.8624629437722
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,814,TRUE,2017,2368.518543379762,396.18769714966334,2377,564.6158394513956,2377,564.6158394513956,0,798.4873776828337
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,815,TRUE,2017,3782.1037086759525,459.71916870592173,4231,759.4459770894689,4231,759.4459770894689,0,1074.0188006896137
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,816,TRUE,2017,2491.8949488169155,374.42286148462813,2569,678.9447014759157,2569,678.9447014759157,0,960.1728049285924
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,817,TRUE,2017,1573.666051350898,288.6725127177443,1630,611.3404897797368,1630,611.3404897797368,0,864.5660118743143
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,818,TRUE,2017,2667.397885551267,417.53848171102123,2886,768.2206125682326,2886,768.2206125682326,0,1086.4280091885614
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,819,TRUE,2017,3234.929350562175,432.23191161786076,1859,591.6475054474977,3234.929350562175,432.23191161786076,1375.929350562175,732.7149487509294
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,820,TRUE,2017,2151.684510823964,318.5820354255616,1859,515.5668641270737,2151.684510823964,318.5820354255616,292.68451082396405,606.0558593741325
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,821,TRUE,2017,1591.5556301392853,358.0746553648978,787,376.61657838620386,1591.5556301392853,358.0746553648978,804.5556301392853,519.6705744315547
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,822,TRUE,2017,2103.8761537170667,385.30690059575926,420,199.16685589914061,2103.8761537170667,385.30690059575926,1683.8761537170667,433.73822074548536
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,823,TRUE,2017,2005.7919113945295,320.55649977026553,916,335.5508605803097,2005.7919113945295,320.55649977026553,1089.7919113945295,464.05910138812135
"Denver-Aurora-Lakewood, CO","[20,25)",19740,0.3084410135928847,824,TRUE,2017,2290.791407954355,354.0719513492588,1257,523.5059835564564,2290.791407954355,354.0719513492588,1033.7914079543548,632.001156289832
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,801,TRUE,2017,1646.500616177459,331.91771120062276,718,290.6439721000719,1646.500616177459,331.91771120062276,928.500616177459,441.18395882757045
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,804,TRUE,2017,5409.2527447904995,581.2292605588118,3994,712.178653592697,5409.2527447904995,581.2292605588118,1415.2527447904995,919.2528966301112
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,805,TRUE,2017,5091.340522070356,713.8231296085172,4360,963.3882923600579,5091.340522070356,713.8231296085172,731.3405220703562,1199.024796332639
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,806,TRUE,2017,6076.393916647994,737.3941402094658,5412,992.9286729136915,6076.393916647994,737.3941402094658,664.393916647994,1236.7932193820445
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,807,TRUE,2017,6169.869600044813,799.4530403358004,4866,907.640634987215,6169.869600044813,799.4530403358004,1303.8696000448126,1209.5191962024207
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,808,TRUE,2017,3341.874305399955,451.2882077544535,2241,534.5841394306206,3341.874305399955,451.2882077544535,1100.8743053999551,699.6007780077177
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,809,TRUE,2017,5430.605058256778,671.735783530071,4153,743.4366156961906,5430.605058256778,671.735783530071,1277.6050582567777,1001.9615583606808
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,810,TRUE,2017,5395.017869146314,615.1823266224591,4955,787.984981484794,5395.017869146314,615.1823266224591,440.0178691463143,999.6847633300275
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,811,TRUE,2017,2715.0652812009857,455.43629514019966,2008,544.2443924506738,2715.0652812009857,455.43629514019966,707.0652812009857,709.6648347248397
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,812,TRUE,2017,9473.784237060274,1088.0599374942076,6374,1117.4514329502283,9473.784237060274,1088.0599374942076,3099.784237060274,1559.6705205210546
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,813,TRUE,2017,7944.484097019941,811.3282677512248,8823,1189.6890616726098,8823,1189.6890616726098,0,1682.4744060243263
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,814,TRUE,2017,8336.417673089849,900.9015186491097,9729,1381.617961450166,9729,1381.617961450166,0,1953.9028591010926
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,815,TRUE,2017,10002.847115169168,1026.97422323128,9463,1388.1182372828296,10002.847115169168,1026.97422323128,539.8471151691683,1726.7160437833086
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,816,TRUE,2017,6172.71657517365,856.5352340268412,5245,1075.199007744257,6172.71657517365,856.5352340268412,927.7165751736502,1374.6656005675163
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,817,TRUE,2017,4806.16851333184,629.8596951596098,3606,798.8617999934733,4806.16851333184,629.8596951596098,1200.1685133318397,1017.3020254945768
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,818,TRUE,2017,5500.830444768093,775.3214819592058,4979,1075.628147314372,5500.830444768093,775.3214819592058,521.830444768093,1325.9333737719885
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,819,TRUE,2017,4207.354744566435,529.3813692527646,3685,666.3743220628328,4207.354744566435,529.3813692527646,522.3547445664353,851.0577954619955
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,820,TRUE,2017,3922.6572316827246,535.0078082264,3764,781.636637678917,3922.6572316827246,535.0078082264,158.6572316827246,947.2007116895653
"Denver-Aurora-Lakewood, CO","[25,30)",19740,0.47449585480618417,821,TRUE,2017,3414.4721711853012,503.30128012284524,2403,532.5805639788582,3414.4721711853012,503.30128012284524,1011.4721711853012,732.7716122376285
